budget,original_title,popularity,first_company_name,revenue,vote_average,vote_count,genre
105000000,The Chronicles of Riddick,27.835436,One Race Films,115772733,6.3,1570,Action
120000000,RoboCop,66.757869,Columbia Pictures,242688965,5.7,2342,Action
120000000,Speed Racer,17.060695,Village Roadshow Pictures,93945766,5.7,354,Action
120000000,How Do You Know,11.137655,Columbia Pictures,48668907,4.9,223,Comedy
117000000,Knight and Day,44.906918,Tree Line Films,261930431,5.9,1547,Action
120000000,Oblivion,67.698004,Universal Pictures,286168572,6.4,4800,Action
113000000,Star Wars: Episode III - Revenge of the Sith,44.108427,Lucasfilm,850000000,7.1,4116,Science Fiction
120000000,Star Wars: Episode II - Attack of the Clones,43.987061,Lucasfilm,649398328,6.4,3992,Adventure
115000000,"Monsters, Inc.",106.815545,Walt Disney Pictures,562816256,7.5,5996,Animation
120000000,The Wolverine,15.953444,Twentieth Century Fox Film Corporation,415440673,6.3,4053,Action
115000000,Star Wars: Episode I - The Phantom Menace,54.035265,Lucasfilm,924317558,6.3,4432,Adventure
135000000,The Croods,64.183321,DreamWorks Animation,585178928,6.8,2399,Adventure
97250400,Astérix aux Jeux Olympiques,20.344364,Constantin Film,132900000,5.0,471,Fantasy
115000000,Windtalkers,18.714197,Lion Rock Productions,77628265,5.8,341,Drama
115000000,The Huntsman: Winter's War,60.467984,Universal Pictures,164602163,6.0,1523,Action
125000000,Teenage Mutant Ninja Turtles,143.350376,Paramount Pictures,477200000,5.8,2636,Science Fiction
105000000,Gravity,110.153618,Warner Bros.,716392705,7.3,5751,Science Fiction
116000000,Dante's Peak,16.90444,Universal Pictures,178127760,5.7,428,Action
135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,Paramount Pictures,245623848,5.8,963,Fantasy
120000000,Fantastic Four,38.126095,Twentieth Century Fox Film Corporation,167977596,4.4,2278,Action
110000000,Night at the Museum,48.780039,Ingenious Film Partners,574480841,6.3,2862,Action
110000000,San Andreas,100.412364,New Line Cinema,470490832,6.0,2968,Action
110000000,Tomorrow Never Dies,42.887121,Eon Productions,333011068,6.0,925,Adventure
110000000,The Patriot,23.657284,Centropolis Entertainment,215294342,6.8,1099,Drama
110000000,Ocean's Twelve,76.840712,Village Roadshow Pictures,362744280,6.4,2124,Thriller
110000000,Mr. & Mrs. Smith,44.635452,Weed Road Pictures,478207520,6.5,2965,Action
110000000,Insurgent,103.718387,Summit Entertainment,295238201,6.2,3829,Adventure
116000000,The Aviator,45.616098,Miramax Films,102000000,7.0,1489,Drama
112000000,Gulliver's Travels,22.845143,Twentieth Century Fox Film Corporation,237382724,4.9,621,Comedy
120000000,The Green Hornet,31.703608,Original Film,227817248,5.5,1251,Action
110000000,300: Rise of an Empire,71.510596,Legendary Pictures,337580051,6.1,2397,Action
110000000,The Smurfs,36.65422,Columbia Pictures,563749323,5.5,1179,Animation
110000000,Home on the Range,19.625972,Walt Disney Pictures,103951461,5.7,389,Animation
110000000,Allegiant,86.105615,Summit Entertainment,179246868,5.9,1998,Adventure
110000000,Real Steel,37.195046,DreamWorks SKG,299268508,6.6,2692,Action
105000000,The Smurfs 2,32.473628,Columbia Pictures,347434178,5.5,695,Fantasy
160000000,Speed 2: Cruise Control,23.336875,Twentieth Century Fox Film Corporation,164508066,4.1,434,Action
110000000,Ender's Game,45.94834,Summit Entertainment,125537191,6.6,2303,Science Fiction
110000000,Live Free or Die Hard,48.93337,Ingenious Film Partners,383531464,6.4,2089,Action
93000000,The Lord of the Rings: The Fellowship of the Ring,138.049577,WingNut Films,871368364,8.0,8705,Adventure
110000000,Around the World in 80 Days,22.643776,Studio Babelsberg,72178895,5.7,672,Action
107000000,Ali,18.866672,Columbia Pictures Corporation,87713825,6.7,447,Drama
0,The Cat in the Hat,18.251129,Imagine Entertainment,0,4.9,366,Comedy
120000000,"I, Robot",95.914473,Twentieth Century Fox Film Corporation,347234916,6.7,3793,Action
130000000,Kingdom of Heaven,44.490453,Studio Babelsberg,211643158,6.6,1157,Drama
133000000,Stuart Little,30.475297,Columbia Pictures Corporation,300135367,5.8,959,Animation
105000000,The Princess and the Frog,62.479574,Walt Disney Pictures,267045765,6.7,1247,Romance
108000000,The Martian,167.93287,Twentieth Century Fox Film Corporation,630161890,7.6,7268,Drama
126000000,The Island,37.68056,DreamWorks SKG,162949164,6.5,1770,Action
90000000,Town & Country,1.004579,New Line Cinema,10372291,3.7,16,Comedy
90000000,Gone in Sixty Seconds,52.995628,Jerry Bruckheimer Films,237202299,6.1,1485,Action
103000000,Gladiator,95.301296,DreamWorks SKG,457640427,7.9,5439,Action
102000000,Minority Report,65.948959,DreamWorks SKG,358372926,7.1,2608,Action
100000000,Harry Potter and the Chamber of Secrets,132.397737,1492 Pictures,876688482,7.4,5815,Adventure
150000000,Casino Royale,88.935165,Eon Productions,599045960,7.3,3855,Adventure
100000000,Planet of the Apes,51.188633,Twentieth Century Fox Film Corporation,362211740,5.6,1243,Thriller
100000000,Terminator 2: Judgment Day,101.74155,Lightstorm Entertainment,520000000,7.7,4185,Action
80000000,Public Enemies,33.691694,Universal Pictures,214104620,6.5,1344,History
100000000,American Gangster,42.361215,Imagine Entertainment,266465037,7.4,1502,Drama
115000000,True Lies,38.729418,Twentieth Century Fox Film Corporation,378882411,6.8,1116,Action
100000000,The Taking of Pelham 1 2 3,40.597856,Columbia Pictures,150166126,6.2,954,Thriller
100000000,Little Fockers,32.389353,Paramount Pictures,310650585,5.4,1060,Comedy
100000000,The Other Guys,24.399642,Columbia Pictures,170432927,6.1,1383,Action
100000000,Eraser,24.507987,Kopelson Entertainment,242295562,5.6,543,Action
100000000,Django Unchained,82.121691,Columbia Pictures,425368238,7.8,10099,Drama
100000000,The Hunchback of Notre Dame,46.727941,Walt Disney Pictures,100138851,6.8,1129,Drama
100000000,The Emperor's New Groove,51.113717,Walt Disney Pictures,169327687,7.2,1490,Adventure
100000000,The Expendables 2,53.732892,Nu Image Films,312573423,6.1,2896,Action
100000000,National Treasure,58.849256,Walt Disney Pictures,347451894,6.4,1926,Adventure
100000000,Eragon,30.863434,Ingenious Film Partners,249288105,4.9,967,Fantasy
100000000,Where the Wild Things Are,31.586215,Village Roadshow Pictures,100086793,6.4,572,Family
100000000,Epic,36.711378,Blue Sky Studios,268426634,6.4,1121,Animation
100000000,The Tourist,41.426678,Columbia Pictures,278731369,6.0,1699,Action
100000000,End of Days,20.652943,Beacon Communications,211989043,5.5,482,Action
100000000,Blood Diamond,52.792678,Bedford Falls Productions,170877916,7.3,2281,Drama
100000000,The Wolf of Wall Street,95.007934,Paramount Pictures,392000694,7.9,6571,Crime
100000000,Batman Forever,48.205606,Warner Bros.,336529144,5.2,1498,Action
105000000,Starship Troopers,58.782359,TriStar Pictures,121214377,6.7,1560,Adventure
102000000,Cloud Atlas,73.872343,Anarchos Productions,130482868,6.6,2977,Drama
80000000,Legend of the Guardians: The Owls of Ga'Hoole,37.321848,Village Roadshow Pictures,140073390,6.5,703,Animation
100000000,Catwoman,32.271938,Village Roadshow Pictures,82102379,4.2,808,Action
100000000,Hercules,76.842247,Paramount Pictures,243400000,5.6,1680,Action
140000000,Treasure Planet,38.924136,Walt Disney Pictures,109578115,7.2,948,Adventure
100000000,Land of the Lost,19.38841,Universal Pictures,68688831,5.3,381,Adventure
90000000,The Expendables 3,61.025639,Davis-Films,206172544,6.1,1795,Action
105000000,Point Break,33.507289,Studio Babelsberg,133718711,5.5,783,Action
84000000,Son of the Mask,17.815595,New Line Cinema,0,3.6,338,Fantasy
100000000,In the Heart of the Sea,50.767332,Imagine Entertainment,93820758,6.5,1276,Thriller
100000000,The Adventures of Pluto Nash,12.092241,Village Roadshow Pictures,7103973,4.4,142,Action
100000000,Green Zone,30.254021,Universal Pictures,94882889,6.4,717,War
99000000,The Peanuts Movie,34.308098,Blue Sky Studios,246233113,6.5,604,Animation
10000000,The Spanish Prisoner,3.091077,Jean Doumanian Productions,13835130,7.1,73,Crime
98000000,The Mummy Returns,41.862983,Universal Pictures,433013274,6.0,2206,Adventure
100000000,Gangs of New York,46.160048,Miramax Films,193772504,7.1,1910,Drama
